,Index,Report,Size
531,536,MULTI-RESISTANT ORGANISM SCREEN,254
532,537,MULTI-RESISTANT ORGANISM SCREEN,254
533,538,MULTI-RESISTANT ORGANISM SCREEN,275
534,539,MULTI-RESISTANT ORGANISM SCREEN,275
535,540,BLOOD CULTURE MICROBIOLOGY,236
536,541,MULTI-RESISTANT ORGANISM SCREEN,276
537,542,MULTI-RESISTANT ORGANISM SCREEN,275
538,543,MULTI-RESISTANT ORGANISM SCREEN,276
539,544,MULTI-RESISTANT ORGANISM SCREEN,276
540,545,MULTI-RESISTANT ORGANISM SCREEN,275
541,546,URINE MICROBIOLOGY,993
542,547,URINE MICROBIOLOGY,491
543,548,URINE MICROBIOLOGY,401
544,549,RESPIRATORY MICROBIOLOGY,1464
545,550,RESPIRATORY MICROBIOLOGY,434
546,551,BLOOD CULTURE MICROBIOLOGY,294
547,552,MULTI-RESISTANT ORGANISM SCREEN,275
548,553,RESPIRATORY MICROBIOLOGY,479
549,554,MULTI-RESISTANT ORGANISM SCREEN,276
550,555,URINE MICROBIOLOGY,481
551,556,MULTI-RESISTANT ORGANISM SCREEN,275
552,557,MULTI-RESISTANT ORGANISM SCREEN,254
553,558,MULTI-RESISTANT ORGANISM SCREEN,253
554,559,MICROBIOLOGY,405
555,560,MULTI-RESISTANT ORGANISM SCREEN,276
556,561,URINE MICROBIOLOGY,412
557,562,MULTI-RESISTANT ORGANISM SCREEN,275
558,563,RESPIRATORY MICROBIOLOGY,420
559,564,MULTI-RESISTANT ORGANISM SCREEN,275
560,565,MULTI-RESISTANT ORGANISM SCREEN,276
561,566,MULTI-RESISTANT ORGANISM SCREEN,275
562,567,MULTI-RESISTANT ORGANISM SCREEN,276
563,568,MULTI-RESISTANT ORGANISM SCREEN,273
564,569,RESPIRATORY MICROBIOLOGY,441
565,570,MULTI-RESISTANT ORGANISM SCREEN,254
566,571,MULTI-RESISTANT ORGANISM SCREEN,275
567,572,MULTI-RESISTANT ORGANISM SCREEN,276
568,573,URINE MICROBIOLOGY,412
569,574,MULTI-RESISTANT ORGANISM SCREEN,275
570,575,URINE MICROBIOLOGY,1252
571,576,MICROBIOLOGY,429
572,577,MULTI-RESISTANT ORGANISM SCREEN,269
573,578,MULTI-RESISTANT ORGANISM SCREEN,275
574,579,MULTI-RESISTANT ORGANISM SCREEN,247
575,580,MULTI-RESISTANT ORGANISM SCREEN,276
576,581,MULTI-RESISTANT ORGANISM SCREEN,268
577,582,MULTI-RESISTANT ORGANISM SCREEN,275
578,583,MICROBIOLOGY,673
579,584,MULTI-RESISTANT ORGANISM SCREEN,276
580,585,URINE MICROBIOLOGY,597
581,586,URINE MICROBIOLOGY,401
582,587,URINE MICROBIOLOGY,1079
583,588,MULTI-RESISTANT ORGANISM SCREEN,252
584,589,MULTI-RESISTANT ORGANISM SCREEN,274
585,590,MULTI-RESISTANT ORGANISM SCREEN,275
586,591,MULTI-RESISTANT ORGANISM SCREEN,275
587,592,MULTI-RESISTANT ORGANISM SCREEN,273
588,593,URINE MICROBIOLOGY,401
589,594,MULTI-RESISTANT ORGANISM SCREEN,276
590,595,MULTI-RESISTANT ORGANISM SCREEN,252
591,596,URINE MICROBIOLOGY,1348
592,597,MICROBIOLOGY,592
593,598,MULTI-RESISTANT ORGANISM SCREEN,276
594,599,MULTI-RESISTANT ORGANISM SCREEN,254
595,600,MICROBIOLOGY,497
596,601,MULTI-RESISTANT ORGANISM SCREEN,254
597,602,MULTI-RESISTANT ORGANISM SCREEN,276
598,603,MULTI-RESISTANT ORGANISM SCREEN,275
599,604,MULTI-RESISTANT ORGANISM SCREEN,275
600,605,MULTI-RESISTANT ORGANISM SCREEN,276
601,606,MULTI-RESISTANT ORGANISM SCREEN,276
602,607,RESPIRATORY MICROBIOLOGY,688
603,609,MULTI-RESISTANT ORGANISM SCREEN,275
604,611,MULTI-RESISTANT ORGANISM SCREEN,254
605,612,BLOOD CULTURE MICROBIOLOGY,236
606,613,MULTI-RESISTANT ORGANISM SCREEN,276
607,614,URINE MICROBIOLOGY,421
608,615,MULTI-RESISTANT ORGANISM SCREEN,276
609,616,MULTI-RESISTANT ORGANISM SCREEN,275
610,617,MULTI-RESISTANT ORGANISM SCREEN,275
611,618,MICROBIOLOGY,407
612,619,URINE MICROBIOLOGY,412
613,620,URINE MICROBIOLOGY,401
614,621,URINE MICROBIOLOGY,467
615,622,URINE MICROBIOLOGY,401
616,623,URINE MICROBIOLOGY,421
617,624,RESPIRATORY MICROBIOLOGY,429
618,625,BLOOD CULTURE MICROBIOLOGY,236
619,626,RESPIRATORY MICROBIOLOGY,614
620,627,MULTI-RESISTANT ORGANISM SCREEN,254
621,628,URINE MICROBIOLOGY,412
622,629,MICROBIOLOGY,440
623,630,MICROBIOLOGY,581
624,631,MULTI-RESISTANT ORGANISM SCREEN,254
625,633,GENITAL MICROBIOLOGY,724
626,634,MICROBIOLOGY,586
627,635,CATHETER TIP MICROBIOLOGY,294
628,636,MULTI-RESISTANT ORGANISM SCREEN,247
629,637,MULTI-RESISTANT ORGANISM SCREEN,275
630,639,URINE MICROBIOLOGY,516
631,640,MULTI-RESISTANT ORGANISM SCREEN,275
632,641,BLOOD CULTURE MICROBIOLOGY,638
633,642,MULTI-RESISTANT ORGANISM SCREEN,254
634,643,MULTI-RESISTANT ORGANISM SCREEN,276
635,644,RESPIRATORY MICROBIOLOGY,485
636,645,MULTI-RESISTANT ORGANISM SCREEN,276
637,646,URINE MICROBIOLOGY,401
638,647,BLOOD CULTURE MICROBIOLOGY,236
639,648,URINE MICROBIOLOGY,1347
640,649,URINE MICROBIOLOGY,412
641,650,CATHETER TIP MICROBIOLOGY,267
642,651,BLOOD CULTURE MICROBIOLOGY,236
643,652,BLOOD CULTURE MICROBIOLOGY,229
644,653,URINE MICROBIOLOGY,667
645,654,CATHETER TIP MICROBIOLOGY,274
646,655,BLOOD CULTURE MICROBIOLOGY,294
647,656,BLOOD CULTURE MICROBIOLOGY,236
648,657,MULTI-RESISTANT ORGANISM SCREEN,276
649,658,RESPIRATORY MICROBIOLOGY,1139
650,659,BLOOD CULTURE MICROBIOLOGY,260
651,660,MULTI-RESISTANT ORGANISM SCREEN,254
652,661,BLOOD CULTURE MICROBIOLOGY,236
653,662,MULTI-RESISTANT ORGANISM SCREEN,275
654,663,URINE MICROBIOLOGY,401
655,664,URINE MICROBIOLOGY,799
656,665,URINE MICROBIOLOGY,413
657,666,RESPIRATORY MICROBIOLOGY,441
658,667,MICROBIOLOGY,1576
659,668,MULTI-RESISTANT ORGANISM SCREEN,254
660,669,MULTI-RESISTANT ORGANISM SCREEN,275
661,670,URINE MICROBIOLOGY,450
662,671,BLOOD CULTURE MICROBIOLOGY,260
663,672,BLOOD CULTURE MICROBIOLOGY,294
664,673,MULTI-RESISTANT ORGANISM SCREEN,276
665,674,RESPIRATORY MICROBIOLOGY,789
666,675,MULTI-RESISTANT ORGANISM SCREEN,276
667,676,MULTI-RESISTANT ORGANISM SCREEN,275
668,677,RESPIRATORY MICROBIOLOGY,434
669,678,MULTI-RESISTANT ORGANISM SCREEN,254
670,679,URINE MICROBIOLOGY,421
671,680,URINE MICROBIOLOGY,628
672,681,MULTI-RESISTANT ORGANISM SCREEN,254
673,682,MICROBIOLOGY,405
674,683,MULTI-RESISTANT ORGANISM SCREEN,275
675,684,MULTI-RESISTANT ORGANISM SCREEN,276
676,685, THROAT MICROBIOLOGY,413
677,686,MULTI-RESISTANT ORGANISM SCREEN,247
678,687,URINE MICROBIOLOGY,401
679,688,MULTI-RESISTANT ORGANISM SCREEN,275
680,689,RESPIRATORY MICROBIOLOGY,393
681,691,MULTI-RESISTANT ORGANISM SCREEN,276
682,692,MULTI-RESISTANT ORGANISM SCREEN,254
683,693,URINE MICROBIOLOGY,421
684,694,URINE MICROBIOLOGY,769
685,695,MULTI-RESISTANT ORGANISM SCREEN,275
686,696,MULTI-RESISTANT ORGANISM SCREEN,247
687,697,RESPIRATORY MICROBIOLOGY,424
688,698,MULTI-RESISTANT ORGANISM SCREEN,276
689,699,MULTI-RESISTANT ORGANISM SCREEN,276
690,700,MICROBIOLOGY,448
691,701,MULTI-RESISTANT ORGANISM SCREEN,275
692,702,MULTI-RESISTANT ORGANISM SCREEN,277
693,703,MULTI-RESISTANT ORGANISM SCREEN,276
694,704,MULTI-RESISTANT ORGANISM SCREEN,275
695,705,MULTI-RESISTANT ORGANISM SCREEN,254
696,706,MULTI-RESISTANT ORGANISM SCREEN,254
697,707,MULTI-RESISTANT ORGANISM SCREEN,275
698,708,MULTI-RESISTANT ORGANISM SCREEN,275
699,709,MULTI-RESISTANT ORGANISM SCREEN,254
700,710,URINE MICROBIOLOGY,401
701,711,MULTI-RESISTANT ORGANISM SCREEN,268
702,712,MULTI-RESISTANT ORGANISM SCREEN,276
703,713,MULTI-RESISTANT ORGANISM SCREEN,267
704,714,MULTI-RESISTANT ORGANISM SCREEN,276
705,715,MULTI-RESISTANT ORGANISM SCREEN,254
706,716,MULTI-RESISTANT ORGANISM SCREEN,276
707,717,URINE MICROBIOLOGY,456
708,718,MULTI-RESISTANT ORGANISM SCREEN,275
709,719,MULTI-RESISTANT ORGANISM SCREEN,357
710,720,BLOOD CULTURE MICROBIOLOGY,236
711,721,MULTI-RESISTANT ORGANISM SCREEN,275
712,722,MULTI-RESISTANT ORGANISM SCREEN,277
713,723,MICROBIOLOGY,482
714,724,URINE MICROBIOLOGY,401
715,725,MULTI-RESISTANT ORGANISM SCREEN,275
716,726,MULTI-RESISTANT ORGANISM SCREEN,276
717,727,MULTI-RESISTANT ORGANISM SCREEN,278
718,728,BLOOD CULTURE MICROBIOLOGY,223
719,729,BLOOD CULTURE MICROBIOLOGY,236
720,731,CATHETER TIP MICROBIOLOGY,267
721,732,URINE MICROBIOLOGY,401
722,733,MULTI-RESISTANT ORGANISM SCREEN,252
723,734,RESPIRATORY MICROBIOLOGY,1108
724,735,MULTI-RESISTANT ORGANISM SCREEN,276
725,737,MULTI-RESISTANT ORGANISM SCREEN,254
726,738,CATHETER TIP MICROBIOLOGY,267
727,739,MULTI-RESISTANT ORGANISM SCREEN,275
728,740,MULTI-RESISTANT ORGANISM SCREEN,273
729,741,MULTI-RESISTANT ORGANISM SCREEN,276
730,742,MULTI-RESISTANT ORGANISM SCREEN,276
731,743, THROAT MICROBIOLOGY,810
732,744,MULTI-RESISTANT ORGANISM SCREEN,254
733,745,MULTI-RESISTANT ORGANISM SCREEN,274
734,746,MULTI-RESISTANT ORGANISM SCREEN,275
735,747,MULTI-RESISTANT ORGANISM SCREEN,254
736,748,MULTI-RESISTANT ORGANISM SCREEN,275
737,749,MULTI-RESISTANT ORGANISM SCREEN,275
738,751,URINE MICROBIOLOGY,401
739,752,MULTI-RESISTANT ORGANISM SCREEN,276
740,753,RESPIRATORY MICROBIOLOGY,719
741,754,MULTI-RESISTANT ORGANISM SCREEN,254
742,755,URINE MICROBIOLOGY,421
743,756,MULTI-RESISTANT ORGANISM SCREEN,275
744,757,BLOOD CULTURE MICROBIOLOGY,236
745,758,MULTI-RESISTANT ORGANISM SCREEN,267
746,759,MULTI-RESISTANT ORGANISM SCREEN,268
747,760,MULTI-RESISTANT ORGANISM SCREEN,267
748,761,RESPIRATORY MICROBIOLOGY,485
749,762,MULTI-RESISTANT ORGANISM SCREEN,268
750,763,URINE MICROBIOLOGY,421
751,764,MULTI-RESISTANT ORGANISM SCREEN,276
752,765,CATHETER TIP MICROBIOLOGY,244
753,766,MULTI-RESISTANT ORGANISM SCREEN,268
754,767,MULTI-RESISTANT ORGANISM SCREEN,247
755,768,MULTI-RESISTANT ORGANISM SCREEN,269
756,769,MULTI-RESISTANT ORGANISM SCREEN,254
757,770,RESPIRATORY MICROBIOLOGY,840
758,772,MULTI-RESISTANT ORGANISM SCREEN,275
759,774,BLOOD CULTURE MICROBIOLOGY,236
760,775,URINE MICROBIOLOGY,401
761,776,MULTI-RESISTANT ORGANISM SCREEN,275
762,777,MULTI-RESISTANT ORGANISM SCREEN,276
763,778,MICROBIOLOGY,533
764,779,MULTI-RESISTANT ORGANISM SCREEN,273
765,780,MICROBIOLOGY,404
766,781,MULTI-RESISTANT ORGANISM SCREEN,274
767,782,MULTI-RESISTANT ORGANISM SCREEN,275
768,783,MULTI-RESISTANT ORGANISM SCREEN,275
769,784,URINE MICROBIOLOGY,421
770,785,URINE MICROBIOLOGY,421
771,786,MULTI-RESISTANT ORGANISM SCREEN,276
772,787,MULTI-RESISTANT ORGANISM SCREEN,276
773,788,BLOOD CULTURE MICROBIOLOGY,234
774,789,MULTI-RESISTANT ORGANISM SCREEN,276
775,791,MULTI-RESISTANT ORGANISM SCREEN,275
776,792,MULTI-RESISTANT ORGANISM SCREEN,254
777,793,MULTI-RESISTANT ORGANISM SCREEN,276
778,794,MULTI-RESISTANT ORGANISM SCREEN,275
779,795,URINE MICROBIOLOGY,421
780,796,GENITAL MICROBIOLOGY,499
781,797,MULTI-RESISTANT ORGANISM SCREEN,255
782,798,CATHETER TIP MICROBIOLOGY,267
783,799,MULTI-RESISTANT ORGANISM SCREEN,276
784,800,RESPIRATORY MICROBIOLOGY,389
785,801,MULTI-RESISTANT ORGANISM SCREEN,275
786,802,MULTI-RESISTANT ORGANISM SCREEN,275
787,803,MULTI-RESISTANT ORGANISM SCREEN,275
788,804,MULTI-RESISTANT ORGANISM SCREEN,276
789,805,MULTI-RESISTANT ORGANISM SCREEN,254
790,806,MULTI-RESISTANT ORGANISM SCREEN,254
791,807,MULTI-RESISTANT ORGANISM SCREEN,276
792,808,MULTI-RESISTANT ORGANISM SCREEN,275
793,809,MULTI-RESISTANT ORGANISM SCREEN,276
794,810,URINE MICROBIOLOGY,689
795,811,MULTI-RESISTANT ORGANISM SCREEN,275
796,812,MULTI-RESISTANT ORGANISM SCREEN,276
797,813,URINE MICROBIOLOGY,739
798,814,URINE MICROBIOLOGY,413
799,815,MULTI-RESISTANT ORGANISM SCREEN,275
800,816,MULTI-RESISTANT ORGANISM SCREEN,254
801,817,MULTI-RESISTANT ORGANISM SCREEN,254
802,818,MULTI-RESISTANT ORGANISM SCREEN,276
803,819,MULTI-RESISTANT ORGANISM SCREEN,276
804,820,BLOOD CULTURE MICROBIOLOGY,234
805,821,BLOOD CULTURE MICROBIOLOGY,260
806,822,MICROBIOLOGY,642
807,823,CATHETER TIP MICROBIOLOGY,314
808,824,URINE MICROBIOLOGY,401
809,825,MULTI-RESISTANT ORGANISM SCREEN,273
810,826,RESPIRATORY MICROBIOLOGY,1069
811,827,URINE MICROBIOLOGY,401
812,829,MULTI-RESISTANT ORGANISM SCREEN,274
813,830,MULTI-RESISTANT ORGANISM SCREEN,275
814,831,MULTI-RESISTANT ORGANISM SCREEN,275
815,832,MULTI-RESISTANT ORGANISM SCREEN,254
816,833,BLOOD CULTURE MICROBIOLOGY,236
817,834,BLOOD CULTURE MICROBIOLOGY,236
818,835,MULTI-RESISTANT ORGANISM SCREEN,276
819,836,MULTI-RESISTANT ORGANISM SCREEN,276
820,837,MULTI-RESISTANT ORGANISM SCREEN,276
821,838,URINE MICROBIOLOGY,599
822,839,MULTI-RESISTANT ORGANISM SCREEN,276
823,840,RESPIRATORY MICROBIOLOGY,442
824,842,MULTI-RESISTANT ORGANISM SCREEN,255
825,843,MULTI-RESISTANT ORGANISM SCREEN,247
826,844,URINE MICROBIOLOGY,421
827,845,MULTI-RESISTANT ORGANISM SCREEN,275
828,846,MICROBIOLOGY,888
829,847,MULTI-RESISTANT ORGANISM SCREEN,275
830,848,MULTI-RESISTANT ORGANISM SCREEN,254
831,849,MULTI-RESISTANT ORGANISM SCREEN,276
832,850,MULTI-RESISTANT ORGANISM SCREEN,254
833,851,MULTI-RESISTANT ORGANISM SCREEN,275
834,852,MULTI-RESISTANT ORGANISM SCREEN,276
835,853,MULTI-RESISTANT ORGANISM SCREEN,276
836,854,MULTI-RESISTANT ORGANISM SCREEN,275
837,855,MULTI-RESISTANT ORGANISM SCREEN,275
838,856,MULTI-RESISTANT ORGANISM SCREEN,276
839,857,MULTI-RESISTANT ORGANISM SCREEN,275
840,858,MULTI-RESISTANT ORGANISM SCREEN,276
841,859,MULTI-RESISTANT ORGANISM SCREEN,276
842,860,MULTI-RESISTANT ORGANISM SCREEN,276
843,861,URINE MICROBIOLOGY,401
844,862,MULTI-RESISTANT ORGANISM SCREEN,276
845,863,MULTI-RESISTANT ORGANISM SCREEN,265
846,864,MULTI-RESISTANT ORGANISM SCREEN,275
847,865,MULTI-RESISTANT ORGANISM SCREEN,423
848,866,MULTI-RESISTANT ORGANISM SCREEN,247
849,867,BLOOD CULTURE MICROBIOLOGY,236
850,868,BLOOD CULTURE MICROBIOLOGY,236
851,869,MULTI-RESISTANT ORGANISM SCREEN,266
852,870,RESPIRATORY MICROBIOLOGY,761
853,871,RESPIRATORY MICROBIOLOGY,840
854,872,MULTI-RESISTANT ORGANISM SCREEN,275
855,873,MICROBIOLOGY,1330
856,874,URINE MICROBIOLOGY,401
857,875,MULTI-RESISTANT ORGANISM SCREEN,254
858,876,MICROBIOLOGY,533
859,877,MULTI-RESISTANT ORGANISM SCREEN,276
860,878,MICROBIOLOGY,1199
861,879,MULTI-RESISTANT ORGANISM SCREEN,276
862,880,MICROBIOLOGY,404
863,881,MULTI-RESISTANT ORGANISM SCREEN,275
864,882,BLOOD CULTURE MICROBIOLOGY,236
865,883,FAECES MICROBIOLOGY,448
866,884,CATHETER TIP MICROBIOLOGY,280
867,885,MULTI-RESISTANT ORGANISM SCREEN,267
868,886,URINE MICROBIOLOGY,421
869,887,URINE MICROBIOLOGY,421
870,888,MULTI-RESISTANT ORGANISM SCREEN,254
871,889,RESPIRATORY MICROBIOLOGY,822
872,890,RESPIRATORY MICROBIOLOGY,930
873,891,MICROBIOLOGY,470
874,892,URINE MICROBIOLOGY,401
875,893,MULTI-RESISTANT ORGANISM SCREEN,281
876,894,MULTI-RESISTANT ORGANISM SCREEN,266
877,895,MULTI-RESISTANT ORGANISM SCREEN,281
878,896,MULTI-RESISTANT ORGANISM SCREEN,254
879,897,MULTI-RESISTANT ORGANISM SCREEN,275
880,898,BLOOD CULTURE MICROBIOLOGY,236
881,899,MULTI-RESISTANT ORGANISM SCREEN,254
882,900,MULTI-RESISTANT ORGANISM SCREEN,276
883,901,MULTI-RESISTANT ORGANISM SCREEN,254
884,902,URINE MICROBIOLOGY,1032
885,903,MULTI-RESISTANT ORGANISM SCREEN,274
886,904,MULTI-RESISTANT ORGANISM SCREEN,276
887,905,MULTI-RESISTANT ORGANISM SCREEN,274
888,906,MULTI-RESISTANT ORGANISM SCREEN,275
889,907,BLOOD CULTURE MICROBIOLOGY,256
890,908,MULTI-RESISTANT ORGANISM SCREEN,254
891,909,URINE MICROBIOLOGY,401
892,910,MULTI-RESISTANT ORGANISM SCREEN,276
893,911,MULTI-RESISTANT ORGANISM SCREEN,273
894,912,MULTI-RESISTANT ORGANISM SCREEN,252
895,913,MULTI-RESISTANT ORGANISM SCREEN,275
896,914,MULTI-RESISTANT ORGANISM SCREEN,275
897,915,BLOOD CULTURE MICROBIOLOGY,257
898,916,MULTI-RESISTANT ORGANISM SCREEN,276
899,917,MULTI-RESISTANT ORGANISM SCREEN,269
900,918,MULTI-RESISTANT ORGANISM SCREEN,275
901,919,MULTI-RESISTANT ORGANISM SCREEN,275
902,921,MULTI-RESISTANT ORGANISM SCREEN,267
903,922,C difficile screening,266
904,923,CATHETER TIP MICROBIOLOGY,219
905,924,MULTI-RESISTANT ORGANISM SCREEN,254
906,925,RESPIRATORY MICROBIOLOGY,1429
907,926,MULTI-RESISTANT ORGANISM SCREEN,276
908,927,URINE MICROBIOLOGY,450
909,928,BLOOD CULTURE MICROBIOLOGY,246
910,929,MICROBIOLOGY,761
911,930,MULTI-RESISTANT ORGANISM SCREEN,254
912,931,RESPIRATORY MICROBIOLOGY,383
913,932,BLOOD CULTURE MICROBIOLOGY,305
914,933,URINE MICROBIOLOGY,1104
915,934,MULTI-RESISTANT ORGANISM SCREEN,276
916,935,RESPIRATORY MICROBIOLOGY,1114
917,936,MULTI-RESISTANT ORGANISM SCREEN,254
918,937,URINE MICROBIOLOGY,401
919,938,MULTI-RESISTANT ORGANISM SCREEN,247
920,939,MULTI-RESISTANT ORGANISM SCREEN,254
921,940,RESPIRATORY MICROBIOLOGY,485
922,941,MULTI-RESISTANT ORGANISM SCREEN,268
923,942,MULTI-RESISTANT ORGANISM SCREEN,273
924,943,MULTI-RESISTANT ORGANISM SCREEN,274
925,944,MULTI-RESISTANT ORGANISM SCREEN,252
926,945,MULTI-RESISTANT ORGANISM SCREEN,275
927,946,MULTI-RESISTANT ORGANISM SCREEN,274
928,947,MULTI-RESISTANT ORGANISM SCREEN,276
929,948,MULTI-RESISTANT ORGANISM SCREEN,275
930,949,MULTI-RESISTANT ORGANISM SCREEN,275
931,950,RESPIRATORY MICROBIOLOGY,588
932,951,MULTI-RESISTANT ORGANISM SCREEN,276
933,952,BLOOD CULTURE MICROBIOLOGY,235
934,953,MULTI-RESISTANT ORGANISM SCREEN,275
935,954,BLOOD CULTURE MICROBIOLOGY,235
936,955,MULTI-RESISTANT ORGANISM SCREEN,273
937,956,MULTI-RESISTANT ORGANISM SCREEN,274
938,957,MULTI-RESISTANT ORGANISM SCREEN,253
939,958,CATHETER TIP MICROBIOLOGY,272
940,959,MULTI-RESISTANT ORGANISM SCREEN,274
941,960,MULTI-RESISTANT ORGANISM SCREEN,253
942,961,URINE MICROBIOLOGY,421
943,962,BLOOD CULTURE MICROBIOLOGY,235
944,963,MULTI-RESISTANT ORGANISM SCREEN,275
945,964,RESPIRATORY MICROBIOLOGY,626
946,965,URINE MICROBIOLOGY,456
947,966,URINE MICROBIOLOGY,401
948,967,URINE MICROBIOLOGY,401
949,968,RESPIRATORY MICROBIOLOGY,477
950,969,MULTI-RESISTANT ORGANISM SCREEN,253
951,970,MULTI-RESISTANT ORGANISM SCREEN,276
952,971,URINE MICROBIOLOGY,456
953,972,BLOOD CULTURE MICROBIOLOGY,293
954,973,MULTI-RESISTANT ORGANISM SCREEN,275
955,974,MULTI-RESISTANT ORGANISM SCREEN,254
956,975,RESPIRATORY MICROBIOLOGY,1152
957,976,MULTI-RESISTANT ORGANISM SCREEN,383
958,977,BLOOD CULTURE MICROBIOLOGY,293
959,978,URINE MICROBIOLOGY,421
960,979,MULTI-RESISTANT ORGANISM SCREEN,275
961,980,RESPIRATORY MICROBIOLOGY,804
962,981,RESPIRATORY MICROBIOLOGY,466
963,982,BLOOD CULTURE MICROBIOLOGY,235
964,983,RESPIRATORY MICROBIOLOGY,764
965,984,URINE MICROBIOLOGY,401
966,985,RESPIRATORY MICROBIOLOGY,1178
967,986,MULTI-RESISTANT ORGANISM SCREEN,274
968,987,URINE MICROBIOLOGY,456
969,988,MULTI-RESISTANT ORGANISM SCREEN,275
970,989,URINE MICROBIOLOGY,401
971,990,MULTI-RESISTANT ORGANISM SCREEN,273
972,991,BLOOD CULTURE MICROBIOLOGY,235
973,992,MULTI-RESISTANT ORGANISM SCREEN,274
974,993,BLOOD CULTURE MICROBIOLOGY,234
975,995,MULTI-RESISTANT ORGANISM SCREEN,274
976,996,MICROBIOLOGY,614
977,997,RESPIRATORY MICROBIOLOGY,506
978,998,MULTI-RESISTANT ORGANISM SCREEN,253
979,999,CATHETER TIP MICROBIOLOGY,383
980,1000,MULTI-RESISTANT ORGANISM SCREEN,275
981,1001,CATHETER TIP MICROBIOLOGY,255
982,1002,BLOOD CULTURE MICROBIOLOGY,235
983,1003,MULTI-RESISTANT ORGANISM SCREEN,254
984,1004,Group B Streptococcus Screen,311
985,1005,BLOOD CULTURE MICROBIOLOGY,235
986,1006,MULTI-RESISTANT ORGANISM SCREEN,275
987,1007,MULTI-RESISTANT ORGANISM SCREEN,253
988,1008,GENITAL MICROBIOLOGY,443
989,1009,RESPIRATORY MICROBIOLOGY,1156
990,1010,MULTI-RESISTANT ORGANISM SCREEN,268
991,1011,MULTI-RESISTANT ORGANISM SCREEN,269
992,1012,MULTI-RESISTANT ORGANISM SCREEN,276
993,1013,BLOOD CULTURE MICROBIOLOGY,285
994,1014,MULTI-RESISTANT ORGANISM SCREEN,274
995,1015,MULTI-RESISTANT ORGANISM SCREEN,254
996,1016,URINE MICROBIOLOGY,476
997,1017,MULTI-RESISTANT ORGANISM SCREEN,253
998,1018,MULTI-RESISTANT ORGANISM SCREEN,266
999,1019,MULTI-RESISTANT ORGANISM SCREEN,275
1000,1020,MULTI-RESISTANT ORGANISM SCREEN,272
1001,1021,MULTI-RESISTANT ORGANISM SCREEN,275
1002,1022,BLOOD CULTURE MICROBIOLOGY,236
1003,1023,MULTI-RESISTANT ORGANISM SCREEN,267
1004,1024,MULTI-RESISTANT ORGANISM SCREEN,276
1005,1025,MULTI-RESISTANT ORGANISM SCREEN,273
1006,1026,MULTI-RESISTANT ORGANISM SCREEN,470
1007,1027,MULTI-RESISTANT ORGANISM SCREEN,275
1008,1028,MULTI-RESISTANT ORGANISM SCREEN,272
1009,1029,URINE MICROBIOLOGY,401
1010,1030,MICROBIOLOGY,1039
1011,1031,MULTI-RESISTANT ORGANISM SCREEN,251
1012,1032,MULTI-RESISTANT ORGANISM SCREEN,254
1013,1033,MULTI-RESISTANT ORGANISM SCREEN,253
1014,1034,RESPIRATORY MICROBIOLOGY,676
1015,1035,MULTI-RESISTANT ORGANISM SCREEN,275
1016,1036,MULTI-RESISTANT ORGANISM SCREEN,275
1017,1037,MULTI-RESISTANT ORGANISM SCREEN,274
1018,1038,MULTI-RESISTANT ORGANISM SCREEN,253
1019,1039,URINE MICROBIOLOGY,743
1020,1040,MULTI-RESISTANT ORGANISM SCREEN,274
1021,1041,MULTI-RESISTANT ORGANISM SCREEN,275
1022,1042,BLOOD CULTURE MICROBIOLOGY,235
1023,1043,MULTI-RESISTANT ORGANISM SCREEN,254
1024,1044,MULTI-RESISTANT ORGANISM SCREEN,276
1025,1045,BLOOD CULTURE MICROBIOLOGY,293
1026,1046,MULTI-RESISTANT ORGANISM SCREEN,275
1027,1047,URINE MICROBIOLOGY,491
1028,1048,MICROBIOLOGY,678
1029,1049,MICROBIOLOGY,407
1030,1050,MULTI-RESISTANT ORGANISM SCREEN,274
1031,1051,MULTI-RESISTANT ORGANISM SCREEN,275
1032,1052,BLOOD CULTURE MICROBIOLOGY,235
1033,1053,MULTI-RESISTANT ORGANISM SCREEN,253
1034,1054,MULTI-RESISTANT ORGANISM SCREEN,253
1035,1055,URINE MICROBIOLOGY,504
1036,1056,MULTI-RESISTANT ORGANISM SCREEN,275
1037,1057,MULTI-RESISTANT ORGANISM SCREEN,274
1038,1058,RESPIRATORY MICROBIOLOGY,387
1039,1059,URINE MICROBIOLOGY,421
1040,1060,URINE MICROBIOLOGY,502
1041,1061,MULTI-RESISTANT ORGANISM SCREEN,275
1042,1062,MULTI-RESISTANT ORGANISM SCREEN,253
1043,1063,MULTI-RESISTANT ORGANISM SCREEN,276
1044,1064,BLOOD CULTURE MICROBIOLOGY,431
1045,1065,RESPIRATORY MICROBIOLOGY,1421
1046,1066,MULTI-RESISTANT ORGANISM SCREEN,254
1047,1067,CATHETER TIP MICROBIOLOGY,266
1048,1068,MULTI-RESISTANT ORGANISM SCREEN,265
1049,1069,MULTI-RESISTANT ORGANISM SCREEN,272
1050,1070,BLOOD CULTURE MICROBIOLOGY,293
1051,1071,MULTI-RESISTANT ORGANISM SCREEN,273
1052,1072,MULTI-RESISTANT ORGANISM SCREEN,273
1053,1073,RESPIRATORY MICROBIOLOGY,824
1054,1074,MULTI-RESISTANT ORGANISM SCREEN,275
1055,1075,MULTI-RESISTANT ORGANISM SCREEN,276
1056,1076,MULTI-RESISTANT ORGANISM SCREEN,276
